embedding,llm,llm_model,n_perguntas,precision_lei_mean,recall_lei_mean,f1_lei_mean,precision_juris_mean,recall_juris_mean,f1_juris_mean,generation_time_mean
intfloat/multilingual-e5-small,llama3_3b_q8,llama3:3b-instruct-q8_0,9,0.3888888888888889,0.6666666666666666,0.48148148148148145,1.0,1.0,1.0,0.0027310318417019313
intfloat/multilingual-e5-small,llama3_8b_q6,llama3:8b-instruct-q6_K,9,0.3888888888888889,0.6666666666666666,0.48148148148148145,1.0,1.0,1.0,27.11461877822876
